"text_a","text_b","normalized_vertical_gap","indentation_change","font_size_diff","same_font","line_a_ends_punctuation","line_b_starts_lowercase","same_alignment","is_centered_A","is_centered_B","is_linea_in_rectangle","is_lineb_in_rectangle","both_in_table","neither_in_table","label"
"enhances natural excretory functions of the skin, enhances immunity'","and increases filtration at both capillary ends to clear blood from CPS'","-132.6","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"and increases filtration at both capillary ends to clear blood from CPS'","to restore physiology and homeostasis. Moreover, it was reported that'","-132.6","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"to restore physiology and homeostasis. Moreover, it was reported that'","compression pressure exerted on the skin for more than few seconds'","-132.6","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"compression pressure exerted on the skin for more than few seconds'","as that exerted by the outline of sucking cups during Al-hijamah'","-132.6","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"as that exerted by the outline of sucking cups during Al-hijamah'","may benefit patients through the occurrence of reactive hyperemia'","-132.6","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"may benefit patients through the occurrence of reactive hyperemia'","phenomenon. In this phenomenon, vascular compression causes'","-132.6","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"phenomenon. In this phenomenon, vascular compression causes'","a decrease in blood supply to the skin for few minutes resulting in'","-132.6","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"a decrease in blood supply to the skin for few minutes resulting in'","accumulation of vasodilator chemicals. As soon as vascular compression'","-132.6","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"accumulation of vasodilator chemicals. As soon as vascular compression'","is removed, blood flow to skin dramatically increases, which is called'","-132.6","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"is removed, blood flow to skin dramatically increases, which is called'","hyperemia 38. This may bring more blood to the skin circulation to'","-132.6","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"hyperemia 38. This may bring more blood to the skin circulation to'","be filtered and cleared during next steps of Al-hijamah.'","-132.6","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"be filtered and cleared during next steps of Al-hijamah.'","Interestingly, Hany Salah was the first to report the best anatomical'","-132.6","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"Interestingly, Hany Salah was the first to report the best anatomical'","sites in human body for doing cupping therapy in treating different'","-132.6","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"sites in human body for doing cupping therapy in treating different'","diseases 39.'","-132.6","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"diseases 39.'","As there are several methodologies to practice cupping therapy,'","-132.6","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"As there are several methodologies to practice cupping therapy,'","proper choice and selection of best methods of cupping therapy for'","-132.6","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"proper choice and selection of best methods of cupping therapy for'","treating diseases seems mandatory.'","-132.6","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"treating diseases seems mandatory.'","Dry cupping therapy may be less beneficial than wet cupping'","-132.6","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"Dry cupping therapy may be less beneficial than wet cupping'","therapy due to lack of excretion of CPS in dry cupping therapy Table'","-132.6","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"therapy due to lack of excretion of CPS in dry cupping therapy Table'","1. Wet cupping therapy needs proper discussion of its available'","-132.6","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"1. Wet cupping therapy needs proper discussion of its available'","methodologies to optimize its therapeutic outcomes.'","-132.6","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"methodologies to optimize its therapeutic outcomes.'","Technical Methods Used for Performing Cupping'","-132.6","0","2.0","0","1","0","1","0","0","0","0","0","1",""
"Technical Methods Used for Performing Cupping'","Therapy'","-132.6","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"Therapy'","Before discussing the benefits or hazards of cupping therapy, it is'","-132.6","0","-2.0","0","0","0","1","0","0","0","0","0","1",""
"Before discussing the benefits or hazards of cupping therapy, it is'","strongly advisable to know types of cupping therapy and to revise the'","-132.6","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"strongly advisable to know types of cupping therapy and to revise the'","steps of wet cupping therapy to standardize the optimal protocol for'","-132.6","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"steps of wet cupping therapy to standardize the optimal protocol for'","cupping therapy. Taking Chinese cupping therapy as an example, many'","-132.6","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"cupping therapy. Taking Chinese cupping therapy as an example, many'","different types of cupping therapy are being practiced nowadays in'","-132.6","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"different types of cupping therapy are being practiced nowadays in'","official Chinese hospitals 3,6 as summarized in table 2.'","-132.6","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"official Chinese hospitals 3,6 as summarized in table 2.'","Concentrating on methods of wet cupping therapy is the aim of'","-132.6","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"Concentrating on methods of wet cupping therapy is the aim of'","this article. Although this issue is vital, it did not receive enough'","-132.6","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"this article. Although this issue is vital, it did not receive enough'","attention when discussing the results of wet cupping treatment.'","-132.6","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"attention when discussing the results of wet cupping treatment.'","Interestingly, when we reviewed the cupping methodologies reported'","-132.6","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"Interestingly, when we reviewed the cupping methodologies reported'","in the literature, we found minor but important differences among the'","-132.6","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"in the literature, we found minor but important differences among the'","methodologies used for wet cupping therapy. Two distinct wet cupping'","-132.6","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"methodologies used for wet cupping therapy. Two distinct wet cupping'","methodologies were reported in the literature. Both methods are in'","-132.6","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"methodologies were reported in the literature. Both methods are in'","agreement with each other as regard the starting steps, which include'","-132.6","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"agreement with each other as regard the starting steps, which include'","demarcation of skin points to which cupping therapy should be applied,'","-132.6","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"demarcation of skin points to which cupping therapy should be applied,'","followed by sterilization at these sites and as regard the last step, which'","-132.6","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"followed by sterilization at these sites and as regard the last step, which'","is sterilization. They differ in the order and number of the steps of'","-132.6","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"is sterilization. They differ in the order and number of the steps of'","Altern Integ Med'","3.6","-266","-1.0","0","0","0","0","0","1","0","0","0","1",""
"Altern Integ Med'","Volume 2 • Issue 3 • 1000111'","-4.8","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Volume 2 • Issue 3 • 1000111'","ISSN:2327-5162 AIM, an open access journal'","-4.8","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Citation: El Sayed SM, Mahmoud HS, Nabo MMH 2013 Methods of Wet Cupping Therapy Al-Hijamah: In Light of Modern Medicine and Prophetic'","Medicine. Altern Integ Med 2: 111. doi:10.4172/2327-5162.1000111http://dx.doi.org/10.4172/2327-5162.1000111'","-6.07","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Medicine. Altern Integ Med 2: 111. doi:10.4172/2327-5162.1000111http://dx.doi.org/10.4172/2327-5162.1000111'","Page 3 of 16'","-6.07","0","1.0","0","0","0","1","1","1","0","0","0","1",""
"Page 3 of 16'","Col1Dry cupping therapyWet cupping therapy'","-6.07","0","-2.0","0","0","0","1","1","1","0","1","0","0",""
"Col1Dry cupping therapyWet cupping therapy'","DistributionMost commonly practiced type of cupping therapy in China. Used in many parts of the world.Most commonly practiced type of cupping therapy in the Arabic and Islamic world e.g. CPC method prevails in Saudi Arabia, while PC method prevails in China and in many parts of the world.'","0.0","-33","0.0","1","0","0","0","1","0","1","1","1","0",""
"DistributionMost commonly practiced type of cupping therapy in China. Used in many parts of the world.Most commonly practiced type of cupping therapy in the Arabic and Islamic world e.g. CPC method prevails in Saudi Arabia, while PC method prevails in China and in many parts of the world.'","TypesOne type2 types: CPC method and PC method.'","0.64","0","0.0","1","1","0","1","0","1","1","1","1","0",""
"TypesOne type2 types: CPC method and PC method.'","Dry cupping therapyCan be done as a single treatmentIncluded as the frst part of wet cupping therapy in the CPC method but not included in the methodology of the PC method of wet cupping therapy.'","-4.86","0","0.0","1","1","0","1","1","1","1","1","1","0",""
"Dry cupping therapyCan be done as a single treatmentIncluded as the frst part of wet cupping therapy in the CPC method but not included in the methodology of the PC method of wet cupping therapy.'","Skin puncturingNot doneDone'","-4.86","0","0.0","1","1","0","1","1","1","1","1","1","0",""
"Skin puncturingNot doneDone'","Number of technical stepsOne step only cupping2 steps in PC puncturing and cupping method and 3 steps in CPC cupping, puncturing and cupping method'","-4.86","0","0.0","1","0","0","1","1","1","1","1","1","0",""
"Number of technical stepsOne step only cupping2 steps in PC puncturing and cupping method and 3 steps in CPC cupping, puncturing and cupping method'","Excretion of excess fuids and wastesNot done i.e. retention of fuids and wastes. Only dilution and redistribution of noxious soluble substances may occur away from pain receptors and pain-sensitive structures.Done i.e. excretion of fuids and excretion of wastes after being diluted and redistributed in collected fuids inside skin upliftings better in the CPC than in the PC method'","0.0","0","0.0","1","0","0","1","1","0","1","1","1","0",""
"Excretion of excess fuids and wastesNot done i.e. retention of fuids and wastes. Only dilution and redistribution of noxious soluble substances may occur away from pain receptors and pain-sensitive structures.Done i.e. excretion of fuids and excretion of wastes after being diluted and redistributed in collected fuids inside skin upliftings better in the CPC than in the PC method'","As a prophetic medicine recommendation. Dry cupping therapy was not done as a single treatment in prophetic era. . Done as frst part of the recommended wet cupping therapy in prophetic medicine CPC method=Al-hijamahCPC method Al-hijamah was recommended and done in prophetic era and continues to be done until now in Saudi Arabia and other Islamic countries.'","-5.93","0","0.0","1","0","0","1","0","0","1","1","1","0",""
"As a prophetic medicine recommendation. Dry cupping therapy was not done as a single treatment in prophetic era. . Done as frst part of the recommended wet cupping therapy in prophetic medicine CPC method=Al-hijamahCPC method Al-hijamah was recommended and done in prophetic era and continues to be done until now in Saudi Arabia and other Islamic countries.'","Treating pathological causesPalliative as causative excess fuids with soluble CPS are not excreted.Curative when done properly CPC method better than PC method'","-5.93","0","0.0","1","1","0","1","0","0","1","1","1","0",""
"Treating pathological causesPalliative as causative excess fuids with soluble CPS are not excreted.Curative when done properly CPC method better than PC method'","Other namesRetained cupping therapyBleeding cupping therapy, Al-Hijamah.'","0.0","0","0.0","1","0","0","1","0","1","1","1","1","0",""
"Other namesRetained cupping therapyBleeding cupping therapy, Al-Hijamah.'","Table 1: Differences between Dry Cupping Therapy and Wet Cupping Therapy.'","-11.5","0","0.0","1","1","0","1","1","1","1","0","0","0",""
"Table 1: Differences between Dry Cupping Therapy and Wet Cupping Therapy.'","Type of cupping therapyDescription'","-11.5","0","0.0","1","1","0","1","1","1","0","1","0","0",""
