text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,label
1 pound ground beef,1 pound ground beef,1/2 pound ground pork,1/2 pound ground pork,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/2 pound ground pork,1/2 pound ground pork,"1 small onion, diced","1 small onion, diced",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"1 small onion, diced","1 small onion, diced","2 cloves garlic, minced","2 cloves garlic, minced",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"2 cloves garlic, minced","2 cloves garlic, minced",1/2 cup breadcrumbs,1/2 cup breadcrumbs,1.03,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/2 cup breadcrumbs,1/2 cup breadcrumbs,1/4 cup milk,1/4 cup milk,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/4 cup milk,1/4 cup milk,"1 egg, beaten","1 egg, beaten",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"1 egg, beaten","1 egg, beaten",1/4 cup ketchup,1/4 cup ketchup,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/4 cup ketchup,1/4 cup ketchup,1 tablespoon Worcestershire sauce,1 tablespoon Worcestershire sauce,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 tablespoon Worcestershire sauce,1 tablespoon Worcestershire sauce,1 teaspoon salt,1 teaspoon salt,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 teaspoon salt,1 teaspoon salt,1/2 teaspoon pepper,1/2 teaspoon pepper,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/2 teaspoon pepper,1/2 teaspoon pepper,Instructions:,Instructions:,1.02,-36.02,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Instructions:,Instructions:,Preheat oven to 350°F 175°C.,Preheat oven to 350°F (175°C).,1,36.02,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Preheat oven to 350°F 175°C.,Preheat oven to 350°F (175°C).,"In a large bowl, mix ground beef, ground pork, diced onion, minced garlic, breadcrumbs,","In a large bowl, mix ground beef, ground pork, diced onion, minced garlic, breadcrumbs,",1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"In a large bowl, mix ground beef, ground pork, diced onion, minced garlic, breadcrumbs,","In a large bowl, mix ground beef, ground pork, diced onion, minced garlic, breadcrumbs,","milk, beaten egg, ketchup, Worcestershire sauce, salt, and pepper.","milk, beaten egg, ketchup, Worcestershire sauce, salt, and pepper.",1,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"milk, beaten egg, ketchup, Worcestershire sauce, salt, and pepper.","milk, beaten egg, ketchup, Worcestershire sauce, salt, and pepper.",Shape the mixture into a loaf and place in a baking dish.,Shape the mixture into a loaf and place in a baking dish.,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Shape the mixture into a loaf and place in a baking dish.,Shape the mixture into a loaf and place in a baking dish.,Bake for 1 hour until cooked through.,Bake for 1 hour until cooked through.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Bake for 1 hour until cooked through.,Bake for 1 hour until cooked through.,Let rest before slicing and serving.,Let rest before slicing and serving.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Let rest before slicing and serving.,Let rest before slicing and serving.,Paella,Paella,17.66,-36.02,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Paella,Paella,Ingredients:,Ingredients:,1,0,1,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients:,Ingredients:,"1/2 pound chicken breast, cubed","1/2 pound chicken breast, cubed",1.01,36.02,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"1/2 pound chicken breast, cubed","1/2 pound chicken breast, cubed","1/2 pound shrimp, peeled and deveined","1/2 pound shrimp, peeled and deveined",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"1/2 pound shrimp, peeled and deveined","1/2 pound shrimp, peeled and deveined","1/2 pound mussels, cleaned","1/2 pound mussels, cleaned",1.02,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"1/2 pound mussels, cleaned","1/2 pound mussels, cleaned","1 small onion, diced","1 small onion, diced",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"1 small onion, diced","1 small onion, diced","2 cloves garlic, minced","2 cloves garlic, minced",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"2 cloves garlic, minced","2 cloves garlic, minced","1 bell pepper, diced","1 bell pepper, diced",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"1 bell pepper, diced","1 bell pepper, diced",1 cup short-grain rice,1 cup short-grain rice,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 cup short-grain rice,1 cup short-grain rice,2 cups chicken broth,2 cups chicken broth,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
2 cups chicken broth,2 cups chicken broth,1/2 cup white wine,1/2 cup white wine,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/2 cup white wine,1/2 cup white wine,1/4 cup olive oil,1/4 cup olive oil,1.02,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/4 cup olive oil,1/4 cup olive oil,1 teaspoon saffron,1 teaspoon saffron,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 teaspoon saffron,1 teaspoon saffron,1 teaspoon paprika,1 teaspoon paprika,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 teaspoon paprika,1 teaspoon paprika,Salt and pepper to taste,Salt and pepper to taste,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Salt and pepper to taste,Salt and pepper to taste,Lemon wedges for garnish,Lemon wedges for garnish,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Lemon wedges for garnish,Lemon wedges for garnish,Instructions:,Instructions:,1,-36.02,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Instructions:,Instructions:,"In a large skillet, heat olive oil over medium heat.","In a large skillet, heat olive oil over medium heat.",1,36.02,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"In a large skillet, heat olive oil over medium heat.","In a large skillet, heat olive oil over medium heat.","Cook cubed chicken until browned, then set aside.","Cook cubed chicken until browned, then set aside.",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Cook cubed chicken until browned, then set aside.","Cook cubed chicken until browned, then set aside.","In the same skillet, sauté diced onion, minced garlic, and diced bell pepper until","In the same skillet, sauté diced onion, minced garlic, and diced bell pepper until",1.02,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"In the same skillet, sauté diced onion, minced garlic, and diced bell pepper until","In the same skillet, sauté diced onion, minced garlic, and diced bell pepper until",softened.,softened.,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
softened.,softened.,"Stir in rice, chicken broth, white wine, saffron, paprika, salt, and pepper.","Stir in rice, chicken broth, white wine, saffron, paprika, salt, and pepper.",1.01,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Stir in rice, chicken broth, white wine, saffron, paprika, salt, and pepper.","Stir in rice, chicken broth, white wine, saffron, paprika, salt, and pepper.","Bring to a boil, then reduce heat and simmer for 15 minutes.","Bring to a boil, then reduce heat and simmer for 15 minutes.",1,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Add shrimp, mussels, and cooked chicken, simmer for an additional 10 minutes until","Add shrimp, mussels, and cooked chicken, simmer for an additional 10 minutes until",seafood is cooked and rice is tender.,seafood is cooked and rice is tender.,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
seafood is cooked and rice is tender.,seafood is cooked and rice is tender.,Garnish with lemon wedges and serve.,Garnish with lemon wedges and serve.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Garnish with lemon wedges and serve.,Garnish with lemon wedges and serve.,Pork Chops with Apples,Pork Chops with Apples,17.67,-36.02,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Pork Chops with Apples,Pork Chops with Apples,Ingredients:,Ingredients:,1,0,1,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients:,Ingredients:,4 pork chops,4 pork chops,1,36.02,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
4 pork chops,4 pork chops,"2 apples, sliced","2 apples, sliced",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"2 apples, sliced","2 apples, sliced","1 small onion, sliced","1 small onion, sliced",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"1 small onion, sliced","1 small onion, sliced",1/4 cup apple cider,1/4 cup apple cider,1.02,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/4 cup apple cider,1/4 cup apple cider,1/4 cup chicken broth,1/4 cup chicken broth,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/4 cup chicken broth,1/4 cup chicken broth,2 tablespoons butter,2 tablespoons butter,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
2 tablespoons butter,2 tablespoons butter,1 tablespoon olive oil,1 tablespoon olive oil,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 tablespoon olive oil,1 tablespoon olive oil,1 teaspoon thyme,1 teaspoon thyme,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 teaspoon thyme,1 teaspoon thyme,Salt and pepper to taste,Salt and pepper to taste,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Salt and pepper to taste,Salt and pepper to taste,Instructions:,Instructions:,1,-36.02,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Instructions:,Instructions:,Season pork chops with salt and pepper.,Season pork chops with salt and pepper.,1.02,36.02,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Season pork chops with salt and pepper.,Season pork chops with salt and pepper.,"In a large skillet, heat olive oil over medium heat.","In a large skillet, heat olive oil over medium heat.",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"In a large skillet, heat olive oil over medium heat.","In a large skillet, heat olive oil over medium heat.","Cook pork chops until browned on both sides, then set aside.","Cook pork chops until browned on both sides, then set aside.",1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Cook pork chops until browned on both sides, then set aside.","Cook pork chops until browned on both sides, then set aside.","In the same skillet, melt butter and sauté sliced onion and apples until softened.","In the same skillet, melt butter and sauté sliced onion and apples until softened.",1,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"In the same skillet, melt butter and sauté sliced onion and apples until softened.","In the same skillet, melt butter and sauté sliced onion and apples until softened.","Stir in apple cider, chicken broth, and thyme.","Stir in apple cider, chicken broth, and thyme.",1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Stir in apple cider, chicken broth, and thyme.","Stir in apple cider, chicken broth, and thyme.",Return pork chops to the skillet and simmer for 10 minutes until cooked through.,Return pork chops to the skillet and simmer for 10 minutes until cooked through.,1.01,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Return pork chops to the skillet and simmer for 10 minutes until cooked through.,Return pork chops to the skillet and simmer for 10 minutes until cooked through.,Serve warm.,Serve warm.,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Serve warm.,Serve warm.,Ratatouille,Ratatouille,17.66,-36.02,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Ratatouille,Ratatouille,Ingredients:,Ingredients:,1,0,1,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients:,Ingredients:,"1 eggplant, diced","1 eggplant, diced",1,36.02,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"1 eggplant, diced","1 eggplant, diced","1 zucchini, diced","1 zucchini, diced",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"1 zucchini, diced","1 zucchini, diced","1 bell pepper, diced","1 bell pepper, diced",1.02,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"1 bell pepper, diced","1 bell pepper, diced","1 small onion, diced","1 small onion, diced",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"1 small onion, diced","1 small onion, diced","2 cloves garlic, minced","2 cloves garlic, minced",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"2 cloves garlic, minced","2 cloves garlic, minced","4 tomatoes, diced","4 tomatoes, diced",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
